timestamp_s,cycle,error_code,com_x,com_y,com_z,left_contact,right_contact,stability_status,left_force_n,right_force_n,stability_margin_m,compute_us,extra_0,extra_1,extra_2
0.01,1,0,0.522837,0.174123,0.859821,3,4,3,32.0069,87.0173,0,318.067,0,0,0
0.02,2,0,0.519592,0.173299,0.860966,3,2,3,27.5565,0,0,617.646,0,0,0
0.03,3,0,0.516674,0.172675,0.862403,4,3,3,21.3729,81.8101,0,932.722,0,0,0
0.04,4,0,0.513692,0.172082,0.863222,4,2,3,28.6669,0,0,515.535,0,0,0
0.05,5,0,0.51104,0.171655,0.86459,4,3,3,30.3445,94.1818,0,651.209,0,0,0
0.06,6,0,0.50846,0.171342,0.865503,4,3,3,16.0323,26.7999,0,1372.8,0,0,0
0.07,7,0,0.506104,0.171262,0.866503,4,4,3,25.4522,61.0501,0,604.616,0,0,0
0.08,8,0,0.503956,0.171347,0.867488,4,4,3,23.6441,54.8529,-0.00429478,1862.58,0,0,0
0.09,9,0,0.501262,0.174887,0.869509,4,4,3,89.5089,49.3535,0,644.635,0,0,0
0.1,10,0,0.497964,0.181688,0.872098,4,4,3,49.9749,42.8665,0,818.221,0,0,0
0.11,11,0,0.493919,0.19179,0.874814,4,4,3,20.8805,25.8369,0,929.94,0,0,0
0.12,12,0,0.488864,0.205676,0.877422,2,4,3,0,18.889,0,756.163,0,0,0
0.13,13,0,0.482803,0.222693,0.88002,2,4,3,0,23.9775,0,1041.34,0,0,0
0.14,14,0,0.475592,0.242713,0.882533,2,4,3,0,15.656,0,1286.03,0,0,0
0.15,15,0,0.467091,0.265521,0.884932,2,4,3,0,11.5105,0,1122.92,0,0,0
0.16,16,0,0.457185,0.290832,0.887152,2,2,3,0,4.99197,0,1199.31,0,0,0
0.17,17,0,0.445762,0.318356,0.889141,2,2,3,0,0.981895,0,781.243,0,0,0
0.18,18,0,0.433805,0.347913,0.893957,2,3,3,0,247.463,0,1152.5,0,0,0
0.19,19,0,0.420234,0.37937,0.899288,2,3,3,0,61.2854,0,1341.07,0,0,0
0.2,20,0,0.40491,0.41222,0.905118,2,4,3,0,56.7777,0,1219.47,0,0,0
0.21,21,0,0.388218,0.445802,0.911432,2,4,3,0,53.6003,0,1172.96,0,0,0
0.22,22,0,0.371342,0.479051,0.918084,2,4,3,0,48.1096,0,1229.86,0,0,0
0.23,23,0,0.355334,0.511246,0.924948,1,4,3,0,36.6122,0,1234.58,0,0,0
0.24,24,0,0.339926,0.542666,0.931045,1,2,3,0,0,0,1277.04,0,0,0
0.25,25,0,0.325062,0.573333,0.93686,1,2,3,0,0,0,1205.43,0,0,0
0.26,26,0,0.311903,0.602793,0.942615,1,2,3,0,0,0,1535.38,0,0,0
0.27,27,0,0.29975,0.63132,0.94818,1,2,3,0,0,0,452.462,0,0,0
0.28,28,0,0.288386,0.65917,0.952764,1,2,3,0,0,0,529.113,0,0,0
0.29,29,0,0.277438,0.686541,0.956072,1,1,3,0,0,0,835.298,0,0,0
0.3,30,0,0.26686,0.713495,0.958007,1,1,3,0,0,0,950.068,0,0,0
0.31,31,0,0.256731,0.740052,0.958638,1,1,3,0,0,0,1020.51,0,0,0
0.32,32,0,0.247099,0.766241,0.958016,1,1,3,0,0,0,1304.06,0,0,0
0.33,33,0,0.238009,0.792096,0.956199,1,1,3,0,0,0,1060.13,0,0,0
0.34,34,0,0.229495,0.817654,0.953245,1,1,3,0,0,0,1105.1,0,0,0
0.35,35,0,0.221585,0.842957,0.949217,1,1,3,0,0,0,1243.38,0,0,0
0.36,36,0,0.214294,0.868048,0.944175,1,1,3,0,0,0,1343.94,0,0,0
0.37,37,0,0.207633,0.892972,0.938181,1,1,3,0,0,0,1067.47,0,0,0
0.38,38,0,0.2016,0.917776,0.931294,1,1,3,0,0,0,1507.48,0,0,0
0.39,39,0,0.196187,0.942507,0.923573,1,1,3,0,0,0,1137.09,0,0,0
0.4,40,0,0.191376,0.967211,0.915073,1,1,3,0,0,0,1253.81,0,0,0
0.41,41,0,0.187144,0.991934,0.905846,1,1,3,0,0,0,1307.13,0,0,0
0.42,42,0,0.183456,1.01672,0.895939,1,1,3,0,0,0,1225.03,0,0,0
0.43,43,0,0.180274,1.04161,0.885397,1,1,3,0,0,0,1207.25,0,0,0
0.44,44,0,0.177554,1.06665,0.874257,1,1,3,0,0,0,1204.92,0,0,0
0.45,45,0,0.175111,1.0919,0.862808,1,1,3,0,0,0,1231.28,0,0,0
0.46,46,0,0.17301,1.11738,0.850891,1,1,3,0,0,0,1308.72,0,0,0
0.47,47,0,0.170982,1.14311,0.838768,1,1,3,0,0,0,1208.44,0,0,0
0.48,48,0,0.169182,1.16914,0.826204,1,1,3,0,0,0,1328.47,0,0,0
0.49,49,0,0.167252,1.19541,0.813472,1,1,3,0,0,0,1289.27,0,0,0
0.5,50,0,0.165309,1.22204,0.800409,1,1,3,0,0,0,1037.51,0,0,0
