timestamp_s,cycle,error_code,com_x,com_y,com_z,left_contact,right_contact,stability_status,left_force_n,right_force_n,stability_margin_m,compute_us,extra_0,extra_1,extra_2
0.01,1,0,0.522167,0.177284,0.858833,4,3,3,33.591,0,0,664.148,0,0,0
0.02,2,0,0.51925,0.177204,0.861357,4,4,3,51.3812,178.487,-0.0338803,3506.88,0,0,0
0.03,3,0,0.516994,0.176408,0.866036,4,4,3,47.2362,195.329,-0.0437792,2475.56,0,0,0
0.04,4,0,0.515147,0.176779,0.8729,4,4,3,58.1216,197.352,0,1280.42,0,0,0
0.05,5,0,0.513236,0.175935,0.879841,4,3,3,79.8849,0,0,1470.41,0,0,0
0.06,6,0,0.511093,0.175397,0.886402,4,3,3,51.3813,0,0,1321.03,0,0,0
0.07,7,0,0.508958,0.173041,0.892877,4,3,3,53.1967,0,0,1557.49,0,0,0
0.08,8,0,0.506513,0.171159,0.89863,4,3,3,34.0029,0,0,987.816,0,0,0
0.09,9,0,0.504206,0.167209,0.904114,4,3,3,19.0874,0,0,638.498,0,0,0
0.1,10,0,0.501844,0.162726,0.90885,3,1,3,0,0,0,1043.8,0,0,0
0.11,11,0,0.499693,0.156076,0.913277,3,1,3,0,0,0,1050.5,0,0,0
0.12,12,0,0.497621,0.148326,0.917462,3,1,3,0,0,0,1024.74,0,0,0
0.13,13,0,0.495789,0.138253,0.921702,3,1,3,0,0,0,601.699,0,0,0
0.14,14,0,0.494179,0.126786,0.926592,3,1,3,0,0,0,577.168,0,0,0
0.15,15,0,0.492622,0.114045,0.931666,3,1,3,0,0,0,570.037,0,0,0
0.16,16,0,0.491473,0.0987873,0.937792,3,1,3,0,0,0,629.43,0,0,0
0.17,17,0,0.490405,0.0820774,0.943925,3,1,3,0,0,0,960.67,0,0,0
0.18,18,0,0.489473,0.0635572,0.949405,3,1,3,0,0,0,1283.11,0,0,0
0.19,19,0,0.488824,0.0432305,0.954435,3,1,3,0,0,0,1588.71,0,0,0
0.2,20,0,0.488575,0.0212797,0.959361,1,1,3,0,0,0,2045.28,0,0,0
0.21,21,0,0.48882,-0.00206914,0.964457,1,1,3,0,0,0,561.858,0,0,0
0.22,22,0,0.489634,-0.0265356,0.969955,1,1,3,0,0,0,1387.31,0,0,0
0.23,23,0,0.491073,-0.0518034,0.976029,1,1,3,0,0,0,610.475,0,0,0
0.24,24,0,0.493169,-0.0775312,0.982791,1,1,3,0,0,0,1113.15,0,0,0
0.25,25,0,0.495932,-0.103367,0.990289,1,1,3,0,0,0,1425.86,0,0,0
0.26,26,0,0.499346,-0.128961,0.998508,1,1,3,0,0,0,841.121,0,0,0
0.27,27,0,0.503378,-0.15398,1.00737,1,1,3,0,0,0,664.373,0,0,0
0.28,28,0,0.507972,-0.178114,1.01676,1,1,3,0,0,0,635.402,0,0,0
0.29,29,0,0.513056,-0.201092,1.02647,1,1,3,0,0,0,811.672,0,0,0
0.3,30,0,0.518546,-0.222687,1.0363,1,1,3,0,0,0,1572.14,0,0,0
0.31,31,0,0.524344,-0.242723,1.04599,1,1,3,0,0,0,628.952,0,0,0
0.32,32,0,0.530348,-0.261077,1.05527,1,1,3,0,0,0,591.518,0,0,0
0.33,33,0,0.536451,-0.277683,1.06385,1,1,3,0,0,0,808.251,0,0,0
0.34,34,0,0.542548,-0.292534,1.07144,1,1,3,0,0,0,812.184,0,0,0
0.35,35,0,0.548536,-0.305674,1.07776,1,1,3,0,0,0,1521.87,0,0,0
0.36,36,0,0.554319,-0.3172,1.08254,1,1,3,0,0,0,946.298,0,0,0
0.37,37,0,0.55981,-0.327254,1.08555,1,1,3,0,0,0,729.615,0,0,0
0.38,38,0,0.564936,-0.336018,1.08658,1,1,3,0,0,0,871.047,0,0,0
0.39,39,0,0.569634,-0.343704,1.08545,1,1,3,0,0,0,938.353,0,0,0
0.4,40,0,0.573857,-0.350551,1.08203,1,1,3,0,0,0,887.649,0,0,0
0.41,41,0,0.577573,-0.356811,1.07622,1,1,3,0,0,0,895.752,0,0,0
