timestamp_s,cycle,error_code,com_x,com_y,com_z,left_contact,right_contact,stability_status,left_force_n,right_force_n,stability_margin_m,compute_us,extra_0,extra_1,extra_2
0.01,1,0,0.522838,0.174124,0.859819,3,3,3,31.8576,87.0043,0,380.698,0,0,0
0.02,2,0,0.519594,0.1733,0.860964,3,2,3,27.7535,0,0,689.532,0,0,0
0.03,3,0,0.516677,0.172676,0.862403,3,3,3,21.3407,81.9803,0,984.199,0,0,0
0.04,4,0,0.513791,0.172138,0.863526,3,3,3,24.1536,29.2977,0,1555.03,0,0,0
0.05,5,0,0.511166,0.171775,0.864823,4,3,3,31.1222,63.1338,0,1443.95,0,0,0
0.06,6,0,0.508659,0.171556,0.865647,3,3,3,5.1028,36.1959,0,660.992,0,0,0
0.07,7,0,0.50633,0.171556,0.866551,3,3,3,27.9143,57.7476,0,1010.61,0,0,0
0.08,8,0,0.504213,0.171657,0.867572,4,3,3,35.019,54.1973,0,688.915,0,0,0
0.09,9,0,0.502196,0.171875,0.868432,4,3,3,27.6207,38.6298,0,846.764,0,0,0
0.1,10,0,0.500463,0.172296,0.869054,2,3,3,0,60.3521,0,732.161,0,0,0
0.11,11,0,0.498736,0.172874,0.86958,3,3,3,34.7093,36.3911,0,1091.75,0,0,0
0.12,12,0,0.497202,0.173457,0.870271,3,3,3,39.4641,53.5049,0,632.433,0,0,0
0.13,13,0,0.495789,0.174118,0.870879,4,3,3,27.6366,45.0038,0,950.403,0,0,0
0.14,14,0,0.494535,0.174888,0.871414,4,3,3,24.2601,49.2063,0,742.596,0,0,0
0.15,15,0,0.493528,0.175859,0.871641,2,3,3,0,54.3992,0,855.257,0,0,0
0.16,16,0,0.492611,0.176777,0.872053,3,3,3,49.262,45.3576,0,632.9,0,0,0
0.17,17,0,0.49173,0.177599,0.87242,3,3,3,38.4671,36.9496,0,723.217,0,0,0
0.18,18,0,0.49081,0.17855,0.872658,3,3,3,36.4454,32.348,0,687.931,0,0,0
0.19,19,0,0.489866,0.179649,0.872842,3,3,3,39.9378,34.9788,0,1202.09,0,0,0
0.2,20,0,0.488968,0.180675,0.873103,4,3,3,45.8107,40.0043,0,1006.06,0,0,0
0.21,21,0,0.488112,0.181685,0.873293,4,3,3,34.9885,38.6119,0,655.011,0,0,0
0.22,22,0,0.487279,0.182692,0.873445,4,3,3,38.7093,37.7515,0,1039.25,0,0,0
0.23,23,0,0.486486,0.183716,0.873563,4,3,3,37.0018,39.6954,0,752.547,0,0,0
0.24,24,0,0.485743,0.184768,0.873649,4,3,3,36.2117,40.6609,0,642.685,0,0,0
0.25,25,0,0.485046,0.185851,0.873705,4,3,3,36.3052,40.7504,0,1028.03,0,0,0
0.26,26,0,0.484392,0.186965,0.873734,4,3,3,36.8448,40.3989,0,793.414,0,0,0
0.27,27,0,0.483772,0.188106,0.873738,4,3,3,37.5407,39.8882,0,618.626,0,0,0
0.28,28,0,0.48318,0.18927,0.873719,4,3,3,38.2391,39.3683,0,569.721,0,0,0
0.29,29,0,0.482608,0.190454,0.873679,4,3,3,38.8898,38.8867,0,565.181,0,0,0
0.3,30,0,0.482051,0.191651,0.87362,4,3,3,39.4859,38.4564,0,592.453,0,0,0
0.31,31,0,0.481504,0.192857,0.873544,4,3,3,39.9624,38.1373,0,968.06,0,0,0
0.32,32,0,0.480963,0.194069,0.873452,4,3,3,40.3225,37.9224,0,1086.05,0,0,0
0.33,33,0,0.480425,0.195282,0.873347,4,3,3,40.608,37.7749,0,777.264,0,0,0
0.34,34,0,0.479889,0.196492,0.87323,4,3,3,40.8049,37.7103,0,816.183,0,0,0
0.35,35,0,0.479354,0.197696,0.873102,4,3,3,40.9019,37.7393,0,632.426,0,0,0
0.36,36,0,0.478819,0.19889,0.872966,4,3,3,40.9184,37.8418,0,1035.47,0,0,0
0.37,37,0,0.478286,0.200071,0.872821,4,3,3,40.868,38.0047,0,854.972,0,0,0
0.38,38,0,0.477755,0.201237,0.87267,4,3,3,40.7806,38.1988,0,809.696,0,0,0
0.39,39,0,0.477227,0.202385,0.872515,4,3,3,40.6636,38.4175,0,814.514,0,0,0
0.4,40,0,0.476704,0.203512,0.872355,4,3,3,40.5484,38.6267,0,541.88,0,0,0
0.41,41,1,0.476086,0.204256,0.872626,4,4,1,61.7679,51.9324,0.153187,12098.2,0,0,0
0.42,42,0,0.475607,0.204911,0.872846,4,4,1,29.8124,45.6373,0.1538,2471.57,0,0,0
0.43,43,0,0.47463,0.208221,0.87374,3,4,3,100.516,31.6095,0,555.701,0,0,0
0.44,44,0,0.473364,0.21444,0.875344,3,4,3,74.682,55.4253,0,981.324,0,0,0
0.45,45,0,0.471807,0.223755,0.877112,3,4,3,23.2557,55.2933,0,934.814,0,0,0
0.46,46,0,0.470198,0.235812,0.879866,3,3,3,51.3901,91.4661,0,967.862,0,0,0
0.47,47,0,0.468245,0.25069,0.882769,2,3,3,0,65.9698,0,601.686,0,0,0
0.48,48,0,0.465962,0.268333,0.886054,2,3,3,0,80.6224,0,527.189,0,0,0
0.49,49,0,0.463091,0.288715,0.889608,2,3,3,0,67.5846,0,606.027,0,0,0
0.5,50,0,0.459361,0.311772,0.893329,2,3,3,0,55.6699,0,948.578,0,0,0
0.51,51,0,0.454508,0.337398,0.897139,2,3,3,0,45.8676,0,717.992,0,0,0
0.52,52,0,0.448295,0.365445,0.901031,2,3,3,0,41.8351,0,691.972,0,0,0
0.53,53,0,0.440568,0.395692,0.905038,2,3,3,0,41.8416,0,772.76,0,0,0
0.54,54,0,0.431195,0.427897,0.909145,2,3,3,0,38.5141,0,672.184,0,0,0
0.55,55,0,0.420093,0.461775,0.913343,2,3,3,0,36.2553,0,693.013,0,0,0
0.56,56,0,0.407233,0.497007,0.917599,2,3,3,0,32.986,0,1045.74,0,0,0
0.57,57,0,0.392651,0.533246,0.921852,2,3,3,0,27.7514,0,1070.39,0,0,0
0.58,58,0,0.376466,0.570128,0.92599,1,3,3,0,19.2424,0,1180.55,0,0,0
0.59,59,0,0.358889,0.607277,0.929819,1,2,3,0,4.57982,0,1398.81,0,0,0
0.6,60,0,0.340221,0.644329,0.933281,1,2,3,0,0,0,803.659,0,0,0
0.61,61,0,0.320832,0.680977,0.936389,1,2,3,0,0,0,909.554,0,0,0
0.62,62,0,0.301146,0.716985,0.939181,1,2,3,0,0,0,943.108,0,0,0
0.63,63,0,0.28163,0.752196,0.941726,1,2,3,0,0,0,1002.4,0,0,0
0.64,64,0,0.262772,0.786547,0.944136,1,2,3,0,0,0,1097.69,0,0,0
0.65,65,0,0.245047,0.820066,0.946574,1,1,3,0,0,0,981.031,0,0,0
0.66,66,0,0.228845,0.852865,0.949229,1,1,3,0,0,0,1165.44,0,0,0
0.67,67,0,0.213873,0.885216,0.950947,1,1,3,0,0,0,1193.02,0,0,0
0.68,68,0,0.199969,0.917236,0.951558,1,1,3,0,0,0,1675.18,0,0,0
0.69,69,0,0.187094,0.949035,0.950991,1,1,3,0,0,0,1115.18,0,0,0
0.7,70,0,0.175266,0.980723,0.94933,1,1,3,0,0,0,1038.1,0,0,0
0.71,71,0,0.164487,1.01241,0.946699,1,1,3,0,0,0,766.407,0,0,0
0.72,72,0,0.154731,1.04419,0.943213,1,1,3,0,0,0,581.641,0,0,0
0.73,73,0,0.145952,1.07617,0.938982,1,1,3,0,0,0,1050.91,0,0,0
0.74,74,0,0.138083,1.10845,0.934112,1,1,3,0,0,0,1100.97,0,0,0
0.75,75,0,0.131036,1.14109,0.928698,1,1,3,0,0,0,652.408,0,0,0
0.76,76,0,0.124708,1.17418,0.922825,1,1,3,0,0,0,755.297,0,0,0
0.77,77,0,0.118982,1.20777,0.916563,1,1,3,0,0,0,881.868,0,0,0
0.78,78,0,0.113731,1.2419,0.909971,1,1,3,0,0,0,715.004,0,0,0
0.79,79,0,0.108817,1.27662,0.903093,1,1,3,0,0,0,888.867,0,0,0
0.8,80,0,0.104102,1.31193,0.895958,1,1,3,0,0,0,1391.57,0,0,0
0.81,81,0,0.0994424,1.34784,0.888578,1,1,3,0,0,0,1160.02,0,0,0
