timestamp_s,cycle,error_code,com_x,com_y,com_z,left_contact,right_contact,stability_status,left_force_n,right_force_n,stability_margin_m,compute_us,extra_0,extra_1,extra_2
0.01,1,0,0.522837,0.174123,0.859821,3,4,3,32.0069,87.0173,0,276.817,0,0,0
0.02,2,0,0.519592,0.173299,0.860966,3,2,3,27.5565,0,0,868.294,0,0,0
0.03,3,0,0.516674,0.172675,0.862403,4,3,3,21.3729,81.8101,0,614.227,0,0,0
0.04,4,0,0.513692,0.172082,0.863222,4,2,3,28.6669,0,0,636.395,0,0,0
0.05,5,0,0.51104,0.171655,0.86459,4,3,3,30.3445,94.1818,0,578.231,0,0,0
0.06,6,0,0.50846,0.171342,0.865503,4,3,3,16.0323,26.7999,0,596.437,0,0,0
0.07,7,0,0.506104,0.171262,0.866503,4,4,3,25.4522,61.0501,0,638.812,0,0,0
0.08,8,1,0.503956,0.171347,0.867488,4,4,3,23.6441,54.8529,-0.00429478,15010.4,0,0,0
0.09,9,0,0.501262,0.174887,0.869509,4,4,3,89.5084,49.3532,0,370.55,0,0,0
0.1,10,0,0.497964,0.181687,0.872098,4,4,3,49.9728,42.8644,0,490.594,0,0,0
0.11,11,0,0.49392,0.191787,0.874815,4,4,3,20.9907,25.8732,0,782.313,0,0,0
0.12,12,0,0.488866,0.20567,0.877425,2,4,3,0,18.8833,0,939.425,0,0,0
0.13,13,0,0.482806,0.222683,0.880024,2,4,3,0,23.9651,0,1161.83,0,0,0
0.14,14,0,0.475596,0.242698,0.882538,2,4,3,0,15.6489,0,1276.68,0,0,0
0.15,15,0,0.467097,0.265501,0.884939,2,4,3,0,11.4992,0,1354.77,0,0,0
0.16,16,0,0.457193,0.290808,0.887159,2,2,3,0,4.97191,0,1482.28,0,0,0
0.17,17,0,0.445771,0.318326,0.889149,2,2,3,0,0.963916,0,1308.43,0,0,0
0.18,18,0,0.433815,0.347879,0.893967,2,3,3,0,247.566,0,1426.65,0,0,0
0.19,19,0,0.420246,0.379331,0.8993,2,3,3,0,61.2834,0,1397.86,0,0,0
0.2,20,0,0.404922,0.412177,0.905132,2,4,3,0,56.7645,0,1150.51,0,0,0
0.21,21,0,0.388229,0.445756,0.911448,2,4,3,0,53.5793,0,1233.6,0,0,0
0.22,22,0,0.371351,0.479003,0.918104,2,4,3,0,48.3233,0,1186.75,0,0,0
0.23,23,0,0.355339,0.511197,0.924971,1,4,3,0,36.3874,0,1174.48,0,0,0
0.24,24,0,0.339928,0.542616,0.93107,1,2,3,0,0,0,1460.17,0,0,0
0.25,25,0,0.325058,0.573281,0.936887,1,2,3,0,0,0,1220.35,0,0,0
0.26,26,0,0.311905,0.602735,0.942652,1,2,3,0,0,0,1364.57,0,0,0
0.27,27,0,0.299754,0.631256,0.948225,1,2,3,0,0,0,1227.52,0,0,0
0.28,28,0,0.288393,0.6591,0.952817,1,2,3,0,0,0,1214.88,0,0,0
0.29,29,0,0.277448,0.686464,0.956132,1,1,3,0,0,0,1201.47,0,0,0
0.3,30,0,0.266874,0.713412,0.958073,1,1,3,0,0,0,984.673,0,0,0
0.31,31,0,0.256749,0.739962,0.95871,1,1,3,0,0,0,601.802,0,0,0
0.32,32,0,0.247123,0.766144,0.958094,1,1,3,0,0,0,525.039,0,0,0
0.33,33,0,0.238039,0.791992,0.956282,1,1,3,0,0,0,660.844,0,0,0
0.34,34,0,0.229532,0.817543,0.953333,1,1,3,0,0,0,861.421,0,0,0
0.35,35,0,0.221629,0.842839,0.94931,1,1,3,0,0,0,962.72,0,0,0
0.36,36,0,0.214347,0.867923,0.944273,1,1,3,0,0,0,908.809,0,0,0
0.37,37,0,0.207695,0.89284,0.938284,1,1,3,0,0,0,1159.16,0,0,0
0.38,38,0,0.201672,0.917637,0.931403,1,1,3,0,0,0,766.407,0,0,0
0.39,39,0,0.196269,0.942361,0.923688,1,1,3,0,0,0,670.702,0,0,0
0.4,40,0,0.19147,0.967058,0.915194,1,1,3,0,0,0,596.557,0,0,0
0.41,41,0,0.187248,0.991775,0.905974,1,1,3,0,0,0,849.966,0,0,0
0.42,42,0,0.183573,1.01656,0.896075,1,1,3,0,0,0,680.734,0,0,0
0.43,43,0,0.180404,1.04144,0.885541,1,1,3,0,0,0,803.684,0,0,0
0.44,44,0,0.177695,1.06648,0.874411,1,1,3,0,0,0,765.089,0,0,0
0.45,45,0,0.175265,1.09171,0.862972,1,1,3,0,0,0,780.985,0,0,0
0.46,46,0,0.173177,1.1172,0.851065,1,1,3,0,0,0,853.197,0,0,0
0.47,47,0,0.171161,1.14291,0.838953,1,1,3,0,0,0,790.471,0,0,0
0.48,48,0,0.169374,1.16894,0.826401,1,1,3,0,0,0,586.345,0,0,0
0.49,49,0,0.167455,1.19521,0.813681,1,1,3,0,0,0,543.537,0,0,0
0.5,50,0,0.165531,1.22183,0.800624,1,1,3,0,0,0,629.455,0,0,0
0.51,51,0,0.163404,1.24876,0.78731,1,1,3,0,0,0,537.631,0,0,0
0.52,52,0,0.161015,1.27599,0.77371,1,1,3,0,0,0,823.267,0,0,0
0.53,53,0,0.158258,1.3035,0.759817,1,1,3,0,0,0,540.714,0,0,0
0.54,54,0,0.155038,1.33125,0.745611,1,1,3,0,0,0,590.149,0,0,0
0.55,55,0,0.151265,1.35918,0.731064,1,1,3,0,0,0,554.349,0,0,0
0.56,56,0,0.146877,1.38726,0.716131,1,1,3,0,0,0,527.724,0,0,0
0.57,57,0,0.141822,1.41543,0.700764,1,1,3,0,0,0,562.457,0,0,0
0.58,58,0,0.136055,1.44363,0.684911,1,1,3,0,0,0,534.17,0,0,0
0.59,59,0,0.129545,1.47183,0.668515,1,1,3,0,0,0,584.553,0,0,0
0.6,60,0,0.122268,1.49995,0.651521,1,1,3,0,0,0,693.088,0,0,0
0.61,61,0,0.114216,1.52792,0.633872,1,1,3,0,0,0,534.941,0,0,0
0.62,62,0,0.105387,1.5557,0.615512,2,1,3,0,0,0,1053.9,0,0,0
0.63,63,0,0.097879,1.58164,0.597774,3,1,3,328.226,0,0,1203.44,0,0,0
0.64,64,0,0.0905969,1.60728,0.58081,3,1,3,143.271,0,0,848.094,0,0,0
0.65,65,0,0.0837028,1.63255,0.564633,3,1,3,147.354,0,0,895.053,0,0,0
0.66,66,0,0.0772506,1.65741,0.549248,3,1,3,146.503,0,0,893.665,0,0,0
0.67,67,0,0.0712385,1.68183,0.534657,3,1,3,144.74,0,0,1453.2,0,0,0
0.68,68,0,0.0642907,1.70441,0.525348,3,1,3,190.134,0,0,1324.99,0,0,0
0.69,69,0,0.0567224,1.72421,0.51975,3,1,3,175.302,0,0,1588.11,0,0,0
0.7,70,0,0.0500591,1.74107,0.515497,2,1,3,0,0,0,1371.4,0,0,0
0.71,71,0,0.0438833,1.75626,0.512048,3,1,3,16.0525,0,0,1730.83,0,0,0
0.72,72,0,0.0378957,1.77104,0.509408,3,1,3,43.1874,0,0,1582.06,0,0,0
0.73,73,0,0.0329721,1.78184,0.507455,3,1,3,56.9945,0,0,1721.08,0,0,0
0.74,74,0,0.0277785,1.79112,0.505849,3,1,3,87.0708,0,0,1219.65,0,0,0
0.75,75,0,0.0251446,1.79602,0.50558,3,1,3,63.2534,0,0,1571.51,0,0,0
0.76,76,0,0.0208859,1.79901,0.504716,2,1,3,0,0,0,1451.41,0,0,0
0.77,77,0,0.018511,1.79873,0.503558,2,1,3,2.86101,0,0,1486.11,0,0,0
0.78,78,0,0.0174009,1.79364,0.503135,3,1,3,7.51557,0,0,1475.04,0,0,0
0.79,79,0,0.0161676,1.78697,0.502449,2,1,3,0,0,0,1423.24,0,0,0
0.8,80,0,0.0158802,1.77857,0.50009,2,1,3,0,0,0,1378.93,0,0,0
0.81,81,0,0.0180105,1.7686,0.499109,2,1,3,0,0,0,1338.16,0,0,0
0.82,82,0,0.0206449,1.7605,0.508779,2,1,3,0,0,0,1323.82,0,0,0
0.83,83,0,0.0241297,1.75109,0.517734,1,1,3,0,0,0,1322.8,0,0,0
0.84,84,0,0.0278789,1.74046,0.525576,1,1,3,0,0,0,1273.32,0,0,0
0.85,85,0,0.0320905,1.72869,0.532347,1,1,3,0,0,0,1291.49,0,0,0
0.86,86,0,0.0369086,1.71584,0.538065,1,1,3,0,0,0,989.867,0,0,0
0.87,87,0,0.0424729,1.70204,0.542755,1,1,3,0,0,0,811.293,0,0,0
0.88,88,0,0.0491933,1.68765,0.546659,1,1,3,0,0,0,1031.07,0,0,0
0.89,89,0,0.0570393,1.67258,0.549624,1,1,3,0,0,0,973.779,0,0,0
0.9,90,0,0.0665168,1.65776,0.552219,1,1,3,0,0,0,1252.42,0,0,0
0.91,91,0,0.0775499,1.64271,0.553993,1,1,3,0,0,0,1353.01,0,0,0
0.92,92,0,0.0902179,1.62849,0.555541,1,1,3,0,0,0,1044.9,0,0,0
0.93,93,0,0.104645,1.61456,0.556343,1,1,3,0,0,0,1168.39,0,0,0
0.94,94,0,0.120497,1.60199,0.557023,1,1,3,0,0,0,1044.91,0,0,0
0.95,95,0,0.138117,1.59034,0.55705,1,1,3,0,0,0,1048.67,0,0,0
0.96,96,0,0.156751,1.58053,0.557041,1,1,3,0,0,0,1329.46,0,0,0
0.97,97,0,0.176904,1.5723,0.556492,1,1,3,0,0,0,668.915,0,0,0
0.98,98,0,0.197443,1.56631,0.555999,1,1,3,0,0,0,902.325,0,0,0
0.99,99,0,0.218942,1.56251,0.555097,1,1,3,0,0,0,1056.64,0,0,0
1,100,0,0.239971,1.56111,0.554341,1,1,3,0,0,0,924.747,0,0,0
1.01,101,0,0.261077,1.56235,0.553308,1,1,3,0,0,0,974.222,0,0,0
1.02,102,0,0.280683,1.56582,0.552487,1,1,3,0,0,0,1126.84,0,0,0
1.03,103,0,0.298068,1.57319,0.553997,1,1,3,0,0,0,1053.64,0,0,0
1.04,104,0,0.312497,1.58261,0.556908,1,1,3,0,0,0,1612.94,0,0,0
1.05,105,0,0.324841,1.59416,0.55987,1,1,3,0,0,0,669.967,0,0,0
1.06,106,0,0.334249,1.60635,0.562883,1,1,3,0,0,0,730.753,0,0,0
1.07,107,0,0.340741,1.61971,0.565814,1,1,3,0,0,0,726.909,0,0,0
1.08,108,0,0.343884,1.63101,0.56889,1,1,3,0,0,0,857.76,0,0,0
1.09,109,0,0.343225,1.64175,0.571709,1,1,3,0,0,0,724.831,0,0,0
1.1,110,0,0.33987,1.6495,0.574332,1,1,3,0,0,0,696.008,0,0,0
1.11,111,0,0.332989,1.6547,0.576475,1,1,3,0,0,0,992.436,0,0,0
1.12,112,0,0.323375,1.65717,0.577967,1,1,3,0,0,0,630.125,0,0,0
1.13,113,0,0.311689,1.65599,0.578929,1,1,3,0,0,0,651.216,0,0,0
1.14,114,0,0.300617,1.64759,0.5791,1,1,3,0,0,0,766.804,0,0,0
1.15,115,0,0.284646,1.63261,0.578588,1,1,3,0,0,0,1672.64,0,0,0
1.16,116,0,0.265888,1.61051,0.577616,1,1,3,0,0,0,1067.86,0,0,0
1.17,117,0,0.246625,1.58158,0.577041,1,1,3,0,0,0,1098.94,0,0,0
1.18,118,0,0.22863,1.54574,0.57615,1,1,3,0,0,0,1069.82,0,0,0
1.19,119,0,0.218272,1.51012,0.574586,1,1,3,0,0,0,1312.89,0,0,0
1.2,120,0,0.212993,1.47124,0.572645,1,1,3,0,0,0,1110.34,0,0,0
1.21,121,0,0.21362,1.43614,0.569604,1,1,3,0,0,0,963.981,0,0,0
1.22,122,0,0.218446,1.40352,0.565523,1,1,3,0,0,0,1891.56,0,0,0
1.23,123,0,0.226292,1.37563,0.563509,1,1,3,0,0,0,1282.7,0,0,0
1.24,124,0,0.236738,1.35165,0.561097,1,1,3,0,0,0,650.088,0,0,0
1.25,125,0,0.248846,1.33254,0.559117,1,1,3,0,0,0,577.923,0,0,0
1.26,126,0,0.261522,1.31849,0.557337,1,1,3,0,0,0,607.592,0,0,0
1.27,127,0,0.273672,1.3095,0.555712,1,1,3,0,0,0,754.848,0,0,0
1.28,128,0,0.28147,1.30322,0.553913,1,1,3,0,0,0,640.602,0,0,0
1.29,129,0,0.281676,1.30107,0.55281,1,1,3,0,0,0,771.268,0,0,0
1.3,130,0,0.277408,1.30216,0.551844,1,1,3,0,0,0,672.75,0,0,0
1.31,131,0,0.268877,1.30497,0.550721,1,1,3,0,0,0,1166.12,0,0,0
1.32,132,0,0.255793,1.30788,0.54954,1,1,3,0,0,0,670.295,0,0,0
1.33,133,0,0.238516,1.30947,0.54866,1,1,3,0,0,0,777.924,0,0,0
1.34,134,0,0.217646,1.30842,0.5482,1,1,3,0,0,0,695.259,0,0,0
1.35,135,0,0.19622,1.30214,0.550931,1,1,3,0,0,0,646.695,0,0,0
1.36,136,0,0.177174,1.28204,0.558002,1,1,3,0,0,0,541.888,0,0,0
1.37,137,0,0.163456,1.25472,0.565857,1,1,3,0,0,0,472.393,0,0,0
1.38,138,0,0.152931,1.22086,0.572311,1,1,3,0,0,0,698.355,0,0,0
1.39,139,0,0.152613,1.18478,0.576525,1,1,3,0,0,0,1159.06,0,0,0
1.4,140,0,0.158918,1.1491,0.578772,1,1,3,0,0,0,831.56,0,0,0
1.41,141,0,0.172992,1.11261,0.582243,1,1,3,0,0,0,641.63,0,0,0
1.42,142,0,0.192859,1.07888,0.584644,1,1,3,0,0,0,1492.56,0,0,0
1.43,143,0,0.215622,1.04713,0.587085,3,1,3,439.774,0,0,1142.53,0,0,0
