timestamp_s,cycle,error_code,com_x,com_y,com_z,left_contact,right_contact,stability_status,left_force_n,right_force_n,stability_margin_m,compute_us,extra_0,extra_1,extra_2
0.01,1,0,0.55,0.183934,1.76124,1,1,3,0,0,0,8187.1,0,0,0
0.02,2,0,0.55,0.183935,1.76026,1,1,3,0,0,0,933.766,0,0,0
0.03,3,0,0.55,0.183936,1.75829,1,1,3,0,0,0,973.075,0,0,0
0.04,4,0,0.55,0.183937,1.75535,1,1,3,0,0,0,640.156,0,0,0
0.05,5,0,0.55,0.183938,1.75143,1,1,3,0,0,0,711.269,0,0,0
0.06,6,0,0.55,0.183939,1.74653,1,1,3,0,0,0,833.78,0,0,0
0.07,7,0,0.55,0.18394,1.74065,1,1,3,0,0,0,639.851,0,0,0
0.08,8,0,0.55,0.183941,1.7338,1,1,3,0,0,0,901.318,0,0,0
0.09,9,0,0.55,0.183942,1.72597,1,1,3,0,0,0,950.703,0,0,0
0.1,10,0,0.55,0.183943,1.71716,1,1,3,0,0,0,624.915,0,0,0
0.11,11,0,0.55,0.183944,1.70738,1,1,3,0,0,0,701.765,0,0,0
0.12,12,0,0.55,0.183945,1.69662,1,1,3,0,0,0,722.171,0,0,0
0.13,13,0,0.55,0.183946,1.6849,1,1,3,0,0,0,830.376,0,0,0
0.14,14,0,0.55,0.183948,1.6722,1,1,3,0,0,0,752.539,0,0,0
0.15,15,0,0.549999,0.183949,1.65853,1,1,3,0,0,0,612.418,0,0,0
0.16,16,0,0.549999,0.18395,1.6439,1,1,3,0,0,0,958.426,0,0,0
0.17,17,0,0.549999,0.183951,1.62829,1,1,3,0,0,0,1175.71,0,0,0
0.18,18,0,0.549999,0.183952,1.61173,1,1,3,0,0,0,866.231,0,0,0
0.19,19,0,0.549999,0.183953,1.5942,1,1,3,0,0,0,848.187,0,0,0
0.2,20,0,0.549999,0.183954,1.57571,1,1,3,0,0,0,1153.17,0,0,0
0.21,21,0,0.549999,0.183955,1.55625,1,1,3,0,0,0,1142.05,0,0,0
0.22,22,0,0.549999,0.183956,1.53584,1,1,3,0,0,0,1031.18,0,0,0
0.23,23,0,0.549999,0.183957,1.51448,1,1,3,0,0,0,622.637,0,0,0
0.24,24,0,0.549999,0.183958,1.49216,1,1,3,0,0,0,496.408,0,0,0
0.25,25,0,0.549999,0.183959,1.46889,1,1,3,0,0,0,554.868,0,0,0
0.26,26,0,0.549999,0.18396,1.44466,1,1,3,0,0,0,743.055,0,0,0
0.27,27,0,0.549999,0.183962,1.41949,1,1,3,0,0,0,1303.26,0,0,0
0.28,28,0,0.549999,0.183963,1.39338,1,1,3,0,0,0,497.589,0,0,0
0.29,29,0,0.549999,0.183964,1.36632,1,1,3,0,0,0,921.63,0,0,0
0.3,30,0,0.549999,0.183965,1.33832,1,1,3,0,0,0,809.57,0,0,0
0.31,31,0,0.549999,0.183966,1.30938,1,1,3,0,0,0,924.409,0,0,0
0.32,32,0,0.549999,0.183967,1.2795,1,1,3,0,0,0,579.527,0,0,0
0.33,33,0,0.549999,0.183968,1.2487,1,1,3,0,0,0,538.049,0,0,0
0.34,34,0,0.549999,0.183969,1.21696,1,1,3,0,0,0,548.948,0,0,0
0.35,35,0,0.549999,0.18397,1.18429,1,1,3,0,0,0,841.847,0,0,0
0.36,36,0,0.549999,0.183971,1.1507,1,1,3,0,0,0,985.688,0,0,0
0.37,37,0,0.549999,0.183972,1.11619,1,1,3,0,0,0,572.273,0,0,0
0.38,38,0,0.549999,0.183973,1.08075,1,1,3,0,0,0,715.454,0,0,0
0.39,39,0,0.549999,0.183974,1.0444,1,1,3,0,0,0,729.48,0,0,0
0.4,40,0,0.549998,0.183975,1.00714,1,1,3,0,0,0,540.887,0,0,0
0.41,41,0,0.549998,0.183976,0.968964,2,1,3,0,0,0,878.415,0,0,0
0.42,42,0,0.549998,0.183978,0.929882,2,2,3,0,0,0,698.105,0,0,0
0.43,43,0,0.549998,0.183979,0.889896,2,2,3,0,0,0,855.829,0,0,0
0.44,44,0,0.549998,0.18398,0.849008,2,2,3,0,0,0,1587.87,0,0,0
0.45,45,0,0.548159,0.182113,0.849739,3,3,3,1479.88,1961.05,0,2258.33,0,0,0
0.46,46,0,0.547096,0.180331,0.853346,3,3,3,118.55,199.079,0,1040.46,0,0,0
0.47,47,0,0.546048,0.178535,0.856076,2,2,3,3.45225,4.96309,0,954.651,0,0,0
0.48,48,0,0.544987,0.176893,0.858726,3,3,3,39.3994,33.5617,0,1256.89,0,0,0
0.49,49,0,0.543932,0.175159,0.86139,3,3,3,41.9852,38.6225,0,735.161,0,0,0
0.5,50,0,0.54286,0.1734,0.863593,3,4,3,14.8995,27.6936,0,694.331,0,0,0
0.51,51,0,0.541793,0.17173,0.865703,3,3,3,29.5334,41.6365,0,638.789,0,0,0
0.52,52,0,0.540806,0.17014,0.86759,3,3,3,17.1799,44.0694,0,860.358,0,0,0
0.53,53,0,0.539763,0.168448,0.869633,4,3,3,48.2958,44.0209,0,601.662,0,0,0
0.54,54,0,0.538783,0.166799,0.871363,4,3,3,13.5082,40.8227,0,573.92,0,0,0
0.55,55,0,0.537901,0.165207,0.872888,3,3,3,15.8014,47.1214,0,681.86,0,0,0
0.56,56,0,0.537026,0.163602,0.874336,3,3,3,29.6732,43.4481,0,1379.47,0,0,0
0.57,57,0,0.536184,0.161994,0.875662,3,3,3,25.1221,44.5152,0,634.402,0,0,0
0.58,58,0,0.535394,0.160394,0.876862,3,3,3,22.9692,46.2637,0,634.615,0,0,0
0.59,59,0,0.534673,0.158809,0.877941,3,3,3,21.7498,47.8896,0,617.181,0,0,0
0.6,60,0,0.534031,0.157245,0.878906,3,3,3,20.9738,49.2308,0,643.53,0,0,0
0.61,61,0,0.533476,0.155707,0.879763,3,3,3,20.4763,50.3052,0,1029.71,0,0,0
0.62,62,0,0.532949,0.154248,0.880607,4,3,3,28.8332,49.4789,0,758.569,0,0,0
0.63,63,0,0.53254,0.152938,0.881395,4,3,3,18.7944,56.0584,0,511.467,0,0,0
0.64,64,0,0.532227,0.151772,0.882111,3,3,3,19.4866,54.1397,0,897.777,0,0,0
0.65,65,0,0.531845,0.150729,0.882751,3,3,3,31.8449,41.4272,0,1323.67,0,0,0
0.66,66,0,0.531418,0.149811,0.883323,3,3,3,30.2847,43.6269,0,833.653,0,0,0
0.67,67,0,0.531038,0.148925,0.88387,4,3,3,26.7205,50.653,0,949.688,0,0,0
0.68,68,0,0.530747,0.148159,0.884373,4,3,3,21.333,54.4568,0,782.076,0,0,0
0.69,69,1,0.530637,0.147548,0.884857,4,4,1,21.0306,56.9586,0.0472524,16795.3,0,0,0
0.7,70,0,0.530605,0.147048,0.885281,4,4,1,25.615,49.0601,0.047723,1617.29,0,0,0
0.71,71,0,0.530607,0.146662,0.885663,4,4,1,29.2027,46.8214,0.0480792,1739.15,0,0,0
0.72,72,0,0.530614,0.146384,0.886006,4,4,1,31.5083,44.7034,0.0483337,1756.74,0,0,0
0.73,73,0,0.530606,0.1462,0.886312,4,4,1,33.3646,43.1281,0.0484914,1813.9,0,0,0
0.74,74,0,0.530576,0.146095,0.886587,4,4,1,34.4609,42.3723,0.0485702,1707.45,0,0,0
0.75,75,0,0.530525,0.146059,0.886833,4,4,1,34.8893,42.1741,0.0485775,1639.03,0,0,0
0.76,76,0,0.530453,0.146087,0.887053,4,4,1,35.1728,42.0907,0.0485192,2520.65,0,0,0
0.77,77,0,0.530362,0.146171,0.887248,4,4,1,35.4272,42.0146,0.0484008,1132.17,0,0,0
0.78,78,0,0.530254,0.146309,0.887421,4,4,1,35.6782,41.924,0.0482271,1885.23,0,0,0
0.79,79,0,0.53013,0.146496,0.887574,4,4,1,35.9308,41.8165,0.0480026,2945.68,0,0,0
0.8,80,0,0.529993,0.146728,0.887707,4,4,1,36.1855,41.6933,0.0477312,1369.8,0,0,0
0.81,81,0,0.529842,0.147001,0.887823,4,4,1,36.4421,41.5563,0.0474167,2307.59,0,0,0
0.82,82,0,0.529679,0.147313,0.887922,4,4,1,36.7002,41.4071,0.0470623,1250.56,0,0,0
0.83,83,0,0.529505,0.147661,0.888007,4,4,1,36.9593,41.2473,0.0466712,1730.94,0,0,0
0.84,84,0,0.52932,0.148041,0.888077,4,4,1,37.2189,41.0782,0.0462462,1177.34,0,0,0
0.85,85,0,0.529128,0.148453,0.888127,4,4,1,37.2912,40.37,0.0457894,1787.77,0,0,0
0.86,86,0,0.528928,0.148893,0.888156,4,4,1,37.3423,40.3785,0.0452388,2772.53,0,0,0
0.87,87,0,0.528722,0.14936,0.888176,4,4,1,37.7201,40.9394,0.0447096,1546.17,0,0,0
0.88,88,0,0.528512,0.149856,0.888186,4,4,1,37.9262,40.7668,0.044157,2235.08,0,0,0
0.89,89,0,0.528298,0.150378,0.888185,4,4,1,38.0658,40.3853,0.0435685,906.829,0,0,0
0.9,90,0,0.528081,0.150927,0.888172,4,4,1,38.3002,40.2396,0.042958,2102.72,0,0,0
0.91,91,0,0.527862,0.151501,0.88815,4,4,1,38.5712,40.0654,0.04233,3178.05,0,0,0
0.92,92,0,0.527641,0.1521,0.888118,4,4,1,38.7643,39.9033,0.0416827,1098.43,0,0,0
0.93,93,0,0.52742,0.152725,0.888077,4,4,1,39.1489,39.5228,0.0410153,1087.71,0,0,0
0.94,94,0,0.527196,0.153373,0.888034,4,4,1,39.5773,39.7656,0.0403287,1414.6,0,0,0
0.95,95,0,0.526965,0.154046,0.887995,4,4,1,40.1129,39.6629,0.0396357,1482.74,0,0,0
0.96,96,0,0.526723,0.15474,0.887951,4,4,1,40.0566,39.0091,0.038907,1620.62,0,0,0
0.97,97,0,0.526471,0.155454,0.8879,4,4,1,39.9685,38.9114,0.0381535,1424.2,0,0,0
0.98,98,0,0.52621,0.156186,0.887841,4,4,1,39.9153,38.9536,0.0373781,1433.61,0,0,0
0.99,99,0,0.525937,0.156936,0.887776,4,4,1,40.0938,38.7992,0.0365809,1234.47,0,0,0
1,100,0,0.525651,0.157702,0.887704,4,4,1,40.2116,38.6878,0.0357616,1825.03,0,0,0
1.01,101,0,0.525355,0.158485,0.887625,4,4,1,39.997,38.9065,0.0349216,1666.09,0,0,0
1.02,102,0,0.525051,0.159284,0.88754,4,4,1,39.8878,39.0283,0.0340621,1561.89,0,0,0
1.03,103,0,0.524738,0.160098,0.887448,4,3,3,39.9191,39.0177,0,777.501,0,0,0
1.04,104,0,0.524476,0.161004,0.887355,4,3,3,35.5909,43.7323,0,1031.91,0,0,0
1.05,105,0,0.524176,0.161926,0.887263,4,3,3,42.012,37.541,0,777.787,0,0,0
1.06,106,0,0.523825,0.162845,0.88717,4,3,3,42.8926,36.5034,0,834.691,0,0,0
1.07,107,0,0.523426,0.163759,0.887077,4,3,3,42.671,36.6612,0,561.693,0,0,0
1.08,108,0,0.522987,0.164671,0.88698,4,3,3,42.1295,37.1402,0,643.592,0,0,0
1.09,109,0,0.522516,0.165584,0.886882,4,3,3,41.6018,37.6197,0,597.51,0,0,0
1.1,110,0,0.522018,0.166499,0.886779,4,3,3,41.183,38.0037,0,783.812,0,0,0
1.11,111,0,0.521497,0.167421,0.886673,4,3,3,40.8671,38.294,0,814.221,0,0,0
1.12,112,0,0.520947,0.168334,0.886558,4,3,3,41.1224,37.5453,0,920.631,0,0,0
1.13,113,0,0.52038,0.169254,0.886439,4,3,3,40.4359,38.7428,0,845.153,0,0,0
1.14,114,0,0.5198,0.170182,0.886315,4,3,3,40.1974,38.9083,0,555.656,0,0,0
1.15,115,0,0.519209,0.171122,0.886188,4,3,3,40.0606,39.0748,0,996.172,0,0,0
1.16,116,0,0.518606,0.172073,0.886056,4,3,3,39.9983,39.1289,0,851.747,0,0,0
1.17,117,0,0.517981,0.172965,0.885933,3,3,3,42.0243,38.1588,0,971.728,0,0,0
1.18,118,0,0.517372,0.173835,0.885747,3,3,3,35.9959,38.3491,0,932.28,0,0,0
1.19,119,0,0.516775,0.174679,0.885506,3,3,3,36.5218,38.5358,0,1041.99,0,0,0
1.2,120,0,0.516189,0.175496,0.885219,3,3,3,36.9,38.7495,0,1096,0,0,0
1.21,121,0,0.515531,0.17652,0.885007,4,3,3,45.9911,39.8198,0,924.095,0,0,0
1.22,122,0,0.515068,0.177751,0.884792,4,3,3,25.3143,53.6975,0,962.901,0,0,0
1.23,123,0,0.514627,0.179046,0.884578,4,3,3,37.3209,41.9643,0,778.711,0,0,0
1.24,124,0,0.514146,0.180349,0.88436,4,3,3,41.5935,37.6003,0,878.868,0,0,0
1.25,125,0,0.513624,0.181657,0.884138,4,3,3,41.5618,37.4795,0,1107.76,0,0,0
1.26,126,0,0.513065,0.182974,0.883909,4,3,3,41.1911,37.7582,0,1236.72,0,0,0
1.27,127,0,0.512475,0.184303,0.883673,4,3,3,40.872,38.0161,0,736.236,0,0,0
1.28,128,0,0.511855,0.185647,0.88343,4,3,3,40.6089,38.234,0,932.575,0,0,0
1.29,129,0,0.51121,0.187006,0.883178,4,3,3,40.3906,38.4159,0,784.437,0,0,0
1.3,130,0,0.51054,0.188382,0.882918,4,3,3,40.2076,38.5675,0,862.556,0,0,0
1.31,131,0,0.510176,0.189507,0.883231,4,4,1,40.9092,85.19,0.15621,1584.85,0,0,0
1.32,132,0,0.509938,0.19045,0.883496,4,4,1,32.7103,43.0991,0.157234,1678.2,0,0,0
1.33,133,0,0.509811,0.191223,0.883717,4,4,1,33.7356,42.1725,0.158031,1777.49,0,0,0
1.34,134,0,0.509775,0.19183,0.883893,4,4,1,34.7708,41.2159,0.158644,1953.89,0,0,0
1.35,135,0,0.509794,0.192281,0.884024,4,4,1,36.8334,39.1507,0.159091,1703.53,0,0,0
1.36,136,0,0.509822,0.192586,0.884122,4,4,1,39.9098,36.9506,0.159356,1273.17,0,0,0
1.37,137,0,0.509842,0.192758,0.88419,4,4,1,40.7894,36.2729,0.159503,1775.26,0,0,0
1.38,138,0,0.509851,0.192808,0.88423,4,4,1,40.976,36.2585,0.159537,1900.64,0,0,0
1.39,139,0,0.509849,0.192744,0.884244,4,4,1,40.9641,36.423,0.159462,1553.89,0,0,0
1.4,140,0,0.509835,0.192575,0.884233,4,4,1,40.9024,36.6197,0.159284,1584.84,0,0,0
1.41,141,0,0.509811,0.192306,0.884199,4,4,1,40.8317,36.8096,0.159011,1206.79,0,0,0
1.42,142,0,0.509778,0.191944,0.884144,4,4,1,40.7618,36.9844,0.158648,1198.25,0,0,0
1.43,143,0,0.509734,0.191495,0.884068,4,4,1,40.6949,37.1436,0.1582,927.942,0,0,0
1.44,144,0,0.509682,0.190964,0.883972,4,4,1,40.6311,37.2885,0.157674,1109.24,0,0,0
1.45,145,0,0.509622,0.190356,0.883858,4,4,1,40.5702,37.4206,0.157072,1512.13,0,0,0
1.46,146,0,0.509553,0.189676,0.883726,4,4,1,40.5119,37.5414,0.1564,1097.65,0,0,0
1.47,147,0,0.509477,0.188927,0.883577,4,4,1,40.456,37.652,0.155661,1824.39,0,0,0
1.48,148,0,0.509393,0.188114,0.883412,4,4,1,40.4151,37.7319,0.154858,1342.53,0,0,0
